IsWon,Opportunity Type,Lead Source,Amount,Industry
TRUE,New Business / Add-on,Partner Referral,45330,Banking
FALSE,Existing Business,Partner Referral,65550,Banking
TRUE,New Business / Add-on,Partner Referral,46590,Technology
TRUE,New Business / Add-on,Partner Referral,57000,Banking
FALSE,New Business,Partner Referral,69780,Technology
FALSE,New Business / Add-on,Phone Inquiry,11940,Technology
FALSE,New Business / Add-on,Partner Referral,42210,Banking
FALSE,Existing Business,Phone Inquiry,15360,Energy
FALSE,New Business,Web,26670,Banking
FALSE,New Business,Partner Referral,60090,Banking
TRUE,New Business,Partner Referral,63240,Energy
TRUE,New Business / Add-on,Partner Referral,57510,Banking
FALSE,New Business / Add-on,Partner Referral,44310,Healthcare
FALSE,Existing Business,Web,42060,Energy
FALSE,Existing Business,Phone Inquiry,15150,Healthcare
TRUE,New Business / Add-on,Partner Referral,47490,Banking
FALSE,New Business / Add-on,Phone Inquiry,12630,Energy
FALSE,New Business / Add-on,Web,14970,Technology
FALSE,New Business,Web,38700,Banking
TRUE,New Business / Add-on,Phone Inquiry,11790,Technology
TRUE,New Business / Add-on,Partner Referral,47400,Banking
FALSE,New Business,Partner Referral,63570,Energy
FALSE,New Business / Add-on,Partner Referral,45510,Banking
TRUE,New Business / Add-on,Partner Referral,55110,Banking
FALSE,Existing Business,Web,26160,Energy
FALSE,New Business,Partner Referral,54750,Technology
FALSE,Existing Business,Web,53850,Energy
FALSE,Existing Business,Partner Referral,62640,Technology
FALSE,New Business / Add-on,Partner Referral,54090,Healthcare
FALSE,New Business,Web,24180,Banking
FALSE,Existing Business,Partner Referral,63150,Technology
TRUE,New Business,Partner Referral,63600,Banking
FALSE,Existing Business,Partner Referral,62400,Banking
FALSE,New Business / Add-on,Web,41790,Banking
FALSE,New Business / Add-on,Partner Referral,44580,Banking
FALSE,New Business,Partner Referral,60540,Healthcare
FALSE,New Business / Add-on,Phone Inquiry,12150,Healthcare
TRUE,New Business / Add-on,Web,29940,Healthcare
FALSE,New Business / Add-on,Partner Referral,58140,Energy
TRUE,New Business / Add-on,Partner Referral,60210,Banking
FALSE,New Business / Add-on,Partner Referral,62460,Banking
FALSE,New Business,Phone Inquiry,12060,Healthcare
TRUE,New Business / Add-on,Partner Referral,44970,Technology
FALSE,New Business / Add-on,Web,33930,Energy
TRUE,New Business / Add-on,Web,29550,Energy
FALSE,New Business / Add-on,Partner Referral,41160,Technology
FALSE,New Business / Add-on,Partner Referral,41430,Energy
FALSE,Existing Business,Phone Inquiry,11820,Energy
FALSE,New Business / Add-on,Phone Inquiry,12030,Healthcare
TRUE,New Business / Add-on,Partner Referral,62220,Banking
FALSE,New Business / Add-on,Partner Referral,56640,Banking
FALSE,New Business / Add-on,Web,32970,Energy
FALSE,New Business,Partner Referral,56220,Technology
FALSE,Existing Business,Partner Referral,66150,Energy
FALSE,New Business,Partner Referral,59340,Banking
TRUE,New Business,Partner Referral,53850,Banking
FALSE,Existing Business,Web,48270,Technology
FALSE,New Business / Add-on,Partner Referral,47640,Banking
TRUE,New Business / Add-on,Phone Inquiry,12180,Healthcare
FALSE,New Business / Add-on,Web,37680,Technology
FALSE,New Business / Add-on,Partner Referral,44940,Healthcare
FALSE,New Business / Add-on,Partner Referral,44910,Banking
FALSE,Existing Business,Phone Inquiry,15510,Energy
TRUE,New Business / Add-on,Partner Referral,61170,Banking
FALSE,Existing Business,Web,40980,Healthcare
FALSE,Existing Business,Web,29040,Technology
TRUE,New Business / Add-on,Partner Referral,56400,Banking
FALSE,Existing Business,Partner Referral,63030,Banking
TRUE,New Business / Add-on,Partner Referral,53580,Energy
FALSE,Existing Business,Phone Inquiry,15090,Energy
FALSE,Existing Business,Phone Inquiry,11700,Energy
FALSE,New Business / Add-on,Partner Referral,55770,Technology
FALSE,Existing Business,Phone Inquiry,12420,Healthcare
TRUE,New Business / Add-on,Partner Referral,44580,Energy
FALSE,Existing Business,Phone Inquiry,11610,Technology
TRUE,New Business / Add-on,Web,26790,Healthcare
TRUE,New Business / Add-on,Partner Referral,50430,Banking
TRUE,New Business / Add-on,Partner Referral,48420,Technology
FALSE,New Business / Add-on,Partner Referral,62610,Banking
FALSE,New Business / Add-on,Phone Inquiry,11730,Healthcare
FALSE,New Business,Web,44430,Banking
FALSE,Existing Business,Web,24060,Healthcare
FALSE,New Business,Phone Inquiry,12060,Healthcare
TRUE,New Business / Add-on,Partner Referral,61020,Banking
FALSE,Existing Business,Web,50130,Energy
FALSE,New Business / Add-on,Web,34110,Banking
TRUE,New Business / Add-on,Phone Inquiry,12240,Healthcare
FALSE,Existing Business,Phone Inquiry,11730,Energy
FALSE,New Business,Partner Referral,63690,Banking
FALSE,New Business,Web,47370,Energy
FALSE,New Business / Add-on,Web,29850,Banking
FALSE,New Business / Add-on,Partner Referral,55440,Energy
FALSE,New Business,Web,34920,Technology
TRUE,New Business,Partner Referral,61560,Banking
FALSE,New Business / Add-on,Partner Referral,55170,Energy
FALSE,New Business,Web,39150,Technology
TRUE,Existing Business,Partner Referral,63600,Technology
FALSE,New Business / Add-on,Partner Referral,43860,Banking
FALSE,New Business / Add-on,Partner Referral,45300,Energy
FALSE,New Business / Add-on,Phone Inquiry,12090,Healthcare
FALSE,Existing Business,Web,27120,Energy
TRUE,Existing Business,Partner Referral,57150,Banking
TRUE,New Business / Add-on,Partner Referral,53910,Healthcare
TRUE,New Business,Partner Referral,60270,Healthcare
TRUE,New Business / Add-on,Web,28290,Banking
TRUE,New Business / Add-on,Partner Referral,48120,Banking
TRUE,New Business / Add-on,Partner Referral,52260,Healthcare
FALSE,Existing Business,Web,47550,Technology
TRUE,New Business / Add-on,Partner Referral,45540,Technology
FALSE,New Business / Add-on,Web,51420,Banking
TRUE,New Business / Add-on,Partner Referral,59250,Banking
FALSE,New Business,Phone Inquiry,12060,Energy
FALSE,New Business / Add-on,Web,37080,Technology
FALSE,New Business / Add-on,Web,29940,Healthcare
TRUE,New Business / Add-on,Partner Referral,51870,Banking
FALSE,Existing Business,Phone Inquiry,12240,Technology
TRUE,New Business / Add-on,Web,27180,Healthcare
TRUE,New Business,Partner Referral,62460,Banking
FALSE,New Business,Web,45240,Healthcare
FALSE,Existing Business,Partner Referral,64890,Healthcare
FALSE,New Business / Add-on,Partner Referral,51750,Banking
TRUE,New Business / Add-on,Partner Referral,48600,Banking
FALSE,New Business,Partner Referral,57420,Banking
FALSE,Existing Business,Partner Referral,70110,Technology
FALSE,New Business,Partner Referral,63450,Technology
FALSE,New Business,Phone Inquiry,12090,Healthcare
FALSE,Existing Business,Phone Inquiry,11760,Healthcare
TRUE,New Business,Partner Referral,54360,Energy
FALSE,New Business / Add-on,Web,36570,Technology
FALSE,New Business / Add-on,Web,15030,Healthcare
TRUE,New Business / Add-on,Partner Referral,52890,Banking
TRUE,New Business / Add-on,Phone Inquiry,12120,Healthcare
FALSE,New Business,Web,36180,Technology
FALSE,New Business / Add-on,Web,38370,Banking
FALSE,New Business / Add-on,Partner Referral,44580,Banking
FALSE,New Business / Add-on,Partner Referral,42360,Healthcare
TRUE,New Business / Add-on,Partner Referral,54480,Banking
TRUE,New Business / Add-on,Partner Referral,47610,Banking
FALSE,Existing Business,Web,54330,Technology
FALSE,Existing Business,Phone Inquiry,11670,Healthcare
FALSE,New Business / Add-on,Web,38670,Technology
FALSE,New Business / Add-on,Partner Referral,41790,Banking
FALSE,New Business,Phone Inquiry,11700,Healthcare
FALSE,Existing Business,Partner Referral,66300,Technology
FALSE,New Business / Add-on,Web,14820,Healthcare
FALSE,New Business / Add-on,Web,46440,Banking
TRUE,New Business / Add-on,Partner Referral,58080,Technology
FALSE,New Business / Add-on,Partner Referral,51240,Technology
FALSE,Existing Business,Web,28560,Technology
FALSE,Existing Business,Phone Inquiry,11640,Healthcare
FALSE,New Business / Add-on,Partner Referral,62310,Banking
TRUE,New Business / Add-on,Partner Referral,50010,Technology
TRUE,New Business / Add-on,Web,29640,Banking
FALSE,New Business / Add-on,Partner Referral,65070,Energy
FALSE,New Business / Add-on,Partner Referral,48600,Technology
TRUE,New Business / Add-on,Web,47520,Banking
FALSE,Existing Business,Web,51990,Technology
FALSE,New Business / Add-on,Partner Referral,55770,Banking
FALSE,Existing Business,Web,54210,Banking
TRUE,New Business / Add-on,Web,29220,Banking
FALSE,Existing Business,Phone Inquiry,15090,Energy
FALSE,New Business,Web,45840,Technology
FALSE,New Business,Phone Inquiry,11730,Technology
FALSE,New Business / Add-on,Partner Referral,51210,Banking
FALSE,Existing Business,Phone Inquiry,14880,Healthcare
FALSE,New Business,Partner Referral,61890,Technology
FALSE,New Business / Add-on,Partner Referral,60450,Healthcare
TRUE,New Business / Add-on,Partner Referral,57360,Banking
TRUE,New Business / Add-on,Web,35850,Energy
FALSE,Existing Business,Partner Referral,56460,Energy
FALSE,New Business,Phone Inquiry,11610,Technology
FALSE,New Business / Add-on,Phone Inquiry,11940,Healthcare
TRUE,New Business / Add-on,Partner Referral,64890,Energy
FALSE,New Business / Add-on,Partner Referral,60630,Banking
FALSE,New Business,Web,35460,Energy
TRUE,New Business / Add-on,Partner Referral,42810,Banking
FALSE,New Business,Web,33510,Healthcare
FALSE,New Business / Add-on,Partner Referral,63630,Banking
FALSE,Existing Business,Web,50460,Energy
FALSE,New Business / Add-on,Partner Referral,45180,Energy
FALSE,New Business / Add-on,Phone Inquiry,14820,Healthcare
TRUE,New Business / Add-on,Phone Inquiry,12090,Healthcare
TRUE,New Business / Add-on,Partner Referral,41850,Technology
TRUE,New Business / Add-on,Partner Referral,55920,Banking
TRUE,New Business / Add-on,Partner Referral,48510,Banking
TRUE,New Business / Add-on,Web,20190,Banking
FALSE,New Business,Web,33480,Banking
FALSE,Existing Business,Web,23820,Energy
FALSE,New Business / Add-on,Web,17700,Energy
FALSE,Existing Business,Phone Inquiry,12090,Energy
FALSE,Existing Business,Web,47730,Energy
FALSE,New Business / Add-on,Phone Inquiry,14880,Energy
FALSE,New Business / Add-on,Phone Inquiry,11790,Healthcare
TRUE,New Business / Add-on,Partner Referral,47970,Banking
TRUE,New Business / Add-on,Phone Inquiry,11580,Banking
FALSE,New Business / Add-on,Partner Referral,56430,Banking
FALSE,New Business / Add-on,Partner Referral,54450,Healthcare
FALSE,New Business / Add-on,Partner Referral,47310,Energy
FALSE,New Business,Partner Referral,59700,Technology
TRUE,New Business,Partner Referral,59520,Banking
FALSE,New Business / Add-on,Partner Referral,48330,Energy
FALSE,New Business / Add-on,Partner Referral,42120,Banking
TRUE,New Business / Add-on,Partner Referral,51120,Energy
TRUE,New Business / Add-on,Partner Referral,45150,Banking
FALSE,New Business,Web,35670,Energy
FALSE,New Business / Add-on,Partner Referral,56010,Banking
FALSE,New Business / Add-on,Web,26970,Technology
FALSE,Existing Business,Phone Inquiry,15660,Technology
FALSE,New Business / Add-on,Phone Inquiry,12120,Banking
FALSE,Existing Business,Phone Inquiry,12750,Healthcare
FALSE,New Business,Web,35640,Banking
FALSE,New Business,Partner Referral,57000,Energy
FALSE,New Business / Add-on,Web,37140,Healthcare
FALSE,Existing Business,Partner Referral,71190,Banking
TRUE,New Business / Add-on,Web,32610,Banking
FALSE,Existing Business,Web,38670,Technology
FALSE,New Business / Add-on,Partner Referral,48090,Banking
FALSE,New Business,Phone Inquiry,12120,Technology
FALSE,Existing Business,Phone Inquiry,12600,Healthcare
FALSE,New Business / Add-on,Phone Inquiry,12270,Healthcare
FALSE,New Business,Web,45510,Healthcare
FALSE,New Business / Add-on,Partner Referral,48270,Banking
TRUE,New Business / Add-on,Web,14970,Banking
FALSE,Existing Business,Web,45300,Banking
FALSE,New Business / Add-on,Web,26670,Healthcare
TRUE,New Business,Web,25410,Banking
FALSE,New Business / Add-on,Web,44730,Energy
TRUE,New Business / Add-on,Partner Referral,45180,Banking
TRUE,New Business,Partner Referral,56880,Banking
FALSE,Existing Business,Web,28890,Energy
FALSE,New Business,Phone Inquiry,11790,Healthcare
TRUE,New Business / Add-on,Partner Referral,42330,Banking
FALSE,New Business / Add-on,Phone Inquiry,12090,Healthcare
FALSE,New Business / Add-on,Partner Referral,63960,Energy
FALSE,New Business / Add-on,Partner Referral,54600,Banking
FALSE,Existing Business,Phone Inquiry,15240,Technology
FALSE,Existing Business,Web,41970,Technology
FALSE,New Business / Add-on,Web,40110,Banking
TRUE,New Business / Add-on,Partner Referral,51690,Energy
FALSE,New Business / Add-on,Phone Inquiry,12090,Banking
FALSE,New Business,Web,38910,Healthcare
FALSE,Existing Business,Web,44910,Banking
FALSE,New Business / Add-on,Web,30300,Healthcare
FALSE,New Business / Add-on,Partner Referral,43740,Banking
FALSE,New Business,Partner Referral,69030,Energy
FALSE,New Business / Add-on,Phone Inquiry,11400,Banking
FALSE,New Business / Add-on,Phone Inquiry,11730,Healthcare
FALSE,New Business,Partner Referral,60660,Banking
FALSE,New Business / Add-on,Partner Referral,50460,Banking
FALSE,Existing Business,Phone Inquiry,14490,Technology
FALSE,New Business / Add-on,Web,30060,Banking
FALSE,New Business / Add-on,Partner Referral,44760,Banking
FALSE,Existing Business,Phone Inquiry,11850,Healthcare
TRUE,New Business / Add-on,Partner Referral,51000,Banking
TRUE,New Business / Add-on,Partner Referral,48330,Banking
FALSE,New Business,Partner Referral,64080,Technology
FALSE,Existing Business,Web,50700,Banking
FALSE,Existing Business,Phone Inquiry,15030,Technology
FALSE,Existing Business,Web,50220,Technology
TRUE,New Business / Add-on,Partner Referral,45480,Banking
FALSE,New Business / Add-on,Partner Referral,57960,Energy
TRUE,New Business / Add-on,Partner Referral,59100,Banking
FALSE,Existing Business,Partner Referral,60660,Energy
FALSE,New Business,Phone Inquiry,12120,Healthcare
FALSE,New Business,Partner Referral,56430,Banking
TRUE,New Business / Add-on,Partner Referral,57150,Banking
TRUE,New Business / Add-on,Partner Referral,44640,Healthcare
FALSE,Existing Business,Web,48600,Healthcare
FALSE,New Business,Web,36150,Banking
FALSE,New Business / Add-on,Web,36510,Banking
FALSE,New Business / Add-on,Web,26370,Energy
FALSE,New Business / Add-on,Partner Referral,51630,Banking
FALSE,New Business,Phone Inquiry,12150,Energy
TRUE,New Business / Add-on,Partner Referral,51090,Banking
FALSE,Existing Business,Phone Inquiry,11640,Energy
FALSE,Existing Business,Partner Referral,61590,Energy
FALSE,Existing Business,Phone Inquiry,11940,Energy
FALSE,New Business,Phone Inquiry,11730,Banking
FALSE,Existing Business,Partner Referral,57300,Energy
FALSE,New Business,Web,50490,Energy
FALSE,Existing Business,Partner Referral,61920,Banking
FALSE,New Business / Add-on,Web,30120,Energy
TRUE,New Business / Add-on,Partner Referral,53130,Banking
TRUE,New Business / Add-on,Web,32850,Banking
FALSE,Existing Business,Phone Inquiry,11970,Energy
FALSE,Existing Business,Partner Referral,69750,Banking
FALSE,New Business / Add-on,Web,18720,Banking
FALSE,Existing Business,Phone Inquiry,14670,Technology
FALSE,Existing Business,Web,50520,Energy
TRUE,New Business / Add-on,Partner Referral,54780,Banking
FALSE,Existing Business,Web,51390,Technology
FALSE,New Business,Phone Inquiry,12720,Healthcare
TRUE,New Business / Add-on,Partner Referral,47700,Banking
FALSE,New Business,Phone Inquiry,15330,Healthcare
FALSE,New Business / Add-on,Phone Inquiry,12120,Healthcare
FALSE,New Business / Add-on,Web,38310,Banking
FALSE,New Business,Web,37170,Healthcare
FALSE,Existing Business,Phone Inquiry,15450,Healthcare
FALSE,Existing Business,Web,35850,Technology
TRUE,New Business / Add-on,Web,33060,Healthcare
FALSE,Existing Business,Web,35880,Technology
FALSE,Existing Business,Partner Referral,69960,Technology
FALSE,Existing Business,Partner Referral,65580,Banking
FALSE,New Business,Partner Referral,60840,Technology
FALSE,New Business / Add-on,Web,30390,Energy
FALSE,New Business,Web,33690,Healthcare
TRUE,Existing Business,Partner Referral,63900,Technology
FALSE,New Business,Phone Inquiry,11520,Healthcare
FALSE,New Business,Web,49800,Technology
FALSE,New Business / Add-on,Partner Referral,42060,Banking
FALSE,Existing Business,Partner Referral,64980,Technology
TRUE,New Business / Add-on,Partner Referral,54630,Technology
FALSE,Existing Business,Phone Inquiry,15150,Energy
FALSE,New Business,Web,27210,Banking
FALSE,Existing Business,Web,26340,Banking
TRUE,New Business / Add-on,Partner Referral,46500,Banking
FALSE,New Business,Web,47580,Healthcare
FALSE,New Business / Add-on,Partner Referral,50940,Energy
FALSE,New Business,Partner Referral,47550,Banking
FALSE,Existing Business,Web,42630,Energy
FALSE,New Business,Web,32250,Banking
FALSE,Existing Business,Phone Inquiry,14550,Energy
TRUE,Existing Business,Web,32520,Banking
FALSE,New Business,Web,26550,Technology
FALSE,New Business,Web,30030,Technology
FALSE,Existing Business,Phone Inquiry,12090,Healthcare
TRUE,New Business / Add-on,Partner Referral,41550,Healthcare
FALSE,New Business,Web,41610,Energy
FALSE,New Business / Add-on,Phone Inquiry,11610,Healthcare
FALSE,Existing Business,Phone Inquiry,11490,Healthcare
FALSE,New Business / Add-on,Web,36600,Healthcare
FALSE,Existing Business,Phone Inquiry,12300,Energy
TRUE,New Business / Add-on,Web,30300,Banking
FALSE,Existing Business,Web,30120,Healthcare
FALSE,Existing Business,Web,47760,Technology
FALSE,Existing Business,Phone Inquiry,14940,Technology
TRUE,New Business / Add-on,Partner Referral,44640,Banking
FALSE,New Business / Add-on,Partner Referral,64140,Banking
FALSE,New Business / Add-on,Partner Referral,60810,Banking
FALSE,New Business / Add-on,Web,33210,Energy
FALSE,New Business,Web,30330,Energy
FALSE,New Business / Add-on,Phone Inquiry,11700,Technology
TRUE,New Business,Web,47670,Healthcare
FALSE,New Business / Add-on,Partner Referral,54390,Banking
FALSE,New Business,Partner Referral,53910,Technology
FALSE,New Business,Web,47400,Healthcare
TRUE,New Business,Partner Referral,62790,Banking
FALSE,New Business / Add-on,Phone Inquiry,11730,Healthcare
FALSE,Existing Business,Phone Inquiry,11940,Healthcare
FALSE,New Business,Partner Referral,69750,Banking
FALSE,New Business / Add-on,Partner Referral,52650,Technology
TRUE,New Business / Add-on,Partner Referral,60030,Banking
FALSE,New Business / Add-on,Partner Referral,48780,Energy
FALSE,New Business / Add-on,Web,26580,Banking
FALSE,Existing Business,Partner Referral,42210,Energy
FALSE,New Business,Web,26670,Energy
FALSE,New Business / Add-on,Web,29490,Banking
FALSE,New Business / Add-on,Web,17670,Energy
TRUE,New Business / Add-on,Partner Referral,60330,Banking
FALSE,New Business / Add-on,Partner Referral,51180,Energy
TRUE,New Business / Add-on,Partner Referral,57390,Banking
FALSE,New Business,Web,41460,Healthcare
FALSE,New Business / Add-on,Web,42210,Technology
FALSE,Existing Business,Phone Inquiry,12360,Healthcare
FALSE,New Business / Add-on,Partner Referral,44490,Healthcare
FALSE,New Business / Add-on,Partner Referral,45030,Banking
FALSE,New Business,Web,26760,Banking
FALSE,Existing Business,Phone Inquiry,12870,Technology
FALSE,New Business,Web,26070,Healthcare
FALSE,New Business,Phone Inquiry,12030,Technology
FALSE,New Business,Partner Referral,56490,Technology
TRUE,New Business / Add-on,Partner Referral,56640,Banking
FALSE,Existing Business,Phone Inquiry,11730,Healthcare
FALSE,New Business / Add-on,Web,45540,Healthcare
FALSE,New Business,Web,38490,Technology
FALSE,Existing Business,Partner Referral,65730,Technology
FALSE,Existing Business,Partner Referral,66480,Energy
TRUE,New Business / Add-on,Web,33000,Energy
FALSE,New Business / Add-on,Web,32070,Healthcare
FALSE,New Business / Add-on,Partner Referral,41970,Energy
TRUE,New Business / Add-on,Partner Referral,60870,Banking
FALSE,New Business / Add-on,Partner Referral,58200,Banking
FALSE,New Business,Web,54360,Technology
FALSE,New Business / Add-on,Partner Referral,44130,Healthcare
TRUE,New Business / Add-on,Web,40770,Technology
FALSE,Existing Business,Partner Referral,56610,Technology
TRUE,New Business / Add-on,Partner Referral,41700,Banking
TRUE,New Business / Add-on,Phone Inquiry,11310,Healthcare
FALSE,New Business,Phone Inquiry,11640,Healthcare
TRUE,New Business / Add-on,Partner Referral,41520,Banking
FALSE,Existing Business,Phone Inquiry,11850,Healthcare
FALSE,New Business,Web,32760,Banking
FALSE,New Business / Add-on,Web,17880,Healthcare
TRUE,New Business / Add-on,Partner Referral,41790,Banking
TRUE,New Business / Add-on,Partner Referral,61110,Banking
FALSE,New Business / Add-on,Partner Referral,61830,Banking
TRUE,New Business / Add-on,Partner Referral,49380,Banking
FALSE,New Business / Add-on,Phone Inquiry,12180,Healthcare
FALSE,Existing Business,Web,21060,Healthcare
FALSE,New Business,Partner Referral,63420,Technology
FALSE,New Business / Add-on,Web,33750,Technology
FALSE,New Business,Web,36210,Banking
TRUE,New Business / Add-on,Partner Referral,47550,Banking
FALSE,Existing Business,Web,35880,Technology
TRUE,New Business / Add-on,Partner Referral,50760,Banking
TRUE,New Business / Add-on,Partner Referral,56040,Technology
TRUE,New Business / Add-on,Partner Referral,56520,Banking
TRUE,New Business / Add-on,Web,15030,Banking
FALSE,Existing Business,Partner Referral,59790,Healthcare
FALSE,Existing Business,Web,30390,Technology
FALSE,New Business / Add-on,Web,36540,Banking
FALSE,New Business / Add-on,Web,35790,Technology
FALSE,Existing Business,Web,38820,Banking
TRUE,New Business / Add-on,Web,15060,Energy
TRUE,New Business / Add-on,Web,29370,Banking
FALSE,New Business / Add-on,Web,32910,Banking
TRUE,New Business / Add-on,Web,27180,Banking
FALSE,New Business,Partner Referral,54810,Banking
TRUE,New Business / Add-on,Partner Referral,51510,Banking
FALSE,Existing Business,Phone Inquiry,15060,Healthcare
FALSE,New Business / Add-on,Web,20400,Technology
FALSE,New Business,Web,27540,Healthcare
TRUE,New Business / Add-on,Partner Referral,57120,Banking
FALSE,Existing Business,Phone Inquiry,12300,Healthcare
TRUE,New Business,Partner Referral,60360,Technology
TRUE,New Business / Add-on,Web,33180,Healthcare
FALSE,Existing Business,Phone Inquiry,12210,Energy
TRUE,New Business / Add-on,Partner Referral,44910,Healthcare
FALSE,New Business,Web,21660,Technology
FALSE,New Business / Add-on,Web,39480,Technology
FALSE,New Business,Phone Inquiry,12210,Technology
FALSE,New Business / Add-on,Partner Referral,63480,Banking
FALSE,New Business,Partner Referral,58050,Healthcare
TRUE,New Business,Partner Referral,61410,Technology
FALSE,New Business / Add-on,Web,14640,Healthcare
TRUE,New Business,Partner Referral,69390,Energy
TRUE,New Business / Add-on,Partner Referral,47910,Banking
FALSE,New Business / Add-on,Web,43830,Banking
FALSE,New Business,Web,38610,Banking
FALSE,Existing Business,Phone Inquiry,12300,Healthcare
TRUE,New Business / Add-on,Partner Referral,45600,Healthcare
FALSE,New Business,Web,32850,Energy
TRUE,New Business / Add-on,Partner Referral,62850,Technology
TRUE,New Business / Add-on,Web,44790,Banking
FALSE,New Business / Add-on,Web,30690,Banking
FALSE,Existing Business,Web,25170,Banking
FALSE,New Business / Add-on,Web,32610,Healthcare
TRUE,New Business / Add-on,Web,33750,Banking
TRUE,New Business / Add-on,Partner Referral,63660,Banking
FALSE,New Business,Partner Referral,57600,Banking
TRUE,New Business / Add-on,Partner Referral,47850,Technology
FALSE,Existing Business,Web,36870,Technology
TRUE,New Business / Add-on,Partner Referral,41190,Banking
FALSE,New Business,Phone Inquiry,11790,Healthcare
FALSE,New Business,Phone Inquiry,11400,Energy
FALSE,New Business / Add-on,Partner Referral,60000,Banking
TRUE,New Business / Add-on,Phone Inquiry,12150,Technology
FALSE,New Business / Add-on,Partner Referral,59220,Banking
FALSE,New Business,Phone Inquiry,11880,Healthcare
FALSE,New Business / Add-on,Partner Referral,44280,Banking
TRUE,New Business / Add-on,Partner Referral,60120,Banking
TRUE,New Business / Add-on,Partner Referral,44940,Technology
FALSE,New Business / Add-on,Phone Inquiry,12030,Energy
FALSE,New Business / Add-on,Partner Referral,63720,Banking
FALSE,Existing Business,Partner Referral,69930,Energy
FALSE,New Business / Add-on,Partner Referral,59820,Banking
FALSE,Existing Business,Phone Inquiry,11820,Healthcare
FALSE,Existing Business,Phone Inquiry,11700,Healthcare
FALSE,New Business / Add-on,Web,17490,Healthcare
FALSE,New Business,Web,33000,Healthcare
FALSE,Existing Business,Web,54480,Energy
FALSE,New Business,Web,30600,Technology
FALSE,New Business / Add-on,Partner Referral,54060,Banking
FALSE,New Business / Add-on,Web,35430,Healthcare
FALSE,New Business / Add-on,Phone Inquiry,12180,Healthcare
FALSE,Existing Business,Web,43770,Technology
FALSE,New Business,Web,44130,Energy
FALSE,Existing Business,Web,50580,Energy
FALSE,New Business,Web,46800,Energy
FALSE,New Business,Web,43260,Healthcare
FALSE,Existing Business,Partner Referral,64050,Energy
FALSE,New Business,Phone Inquiry,11550,Healthcare
FALSE,Existing Business,Phone Inquiry,12330,Energy
FALSE,New Business,Phone Inquiry,12000,Healthcare
FALSE,Existing Business,Phone Inquiry,14790,Energy
FALSE,New Business / Add-on,Partner Referral,62100,Technology
FALSE,Existing Business,Phone Inquiry,14310,Healthcare
FALSE,Existing Business,Phone Inquiry,15480,Energy
TRUE,New Business / Add-on,Partner Referral,42510,Banking
TRUE,New Business / Add-on,Partner Referral,41880,Energy
FALSE,New Business,Web,35670,Energy
TRUE,New Business / Add-on,Web,32730,Technology
FALSE,New Business / Add-on,Phone Inquiry,12030,Banking
FALSE,Existing Business,Web,49530,Banking
FALSE,New Business,Web,48750,Banking
TRUE,New Business / Add-on,Web,42450,Energy
FALSE,Existing Business,Web,44580,Energy
TRUE,New Business / Add-on,Partner Referral,56460,Banking
FALSE,New Business,Web,34920,Banking
FALSE,New Business,Web,51510,Technology
TRUE,New Business / Add-on,Partner Referral,42060,Healthcare
FALSE,New Business,Partner Referral,62940,Energy
TRUE,New Business,Partner Referral,66780,Banking
FALSE,New Business,Partner Referral,59910,Banking
TRUE,New Business / Add-on,Partner Referral,57150,Technology
TRUE,New Business / Add-on,Partner Referral,51750,Banking
TRUE,New Business / Add-on,Partner Referral,60480,Banking
FALSE,New Business / Add-on,Phone Inquiry,11730,Technology
FALSE,Existing Business,Partner Referral,62400,Banking
FALSE,New Business,Partner Referral,62640,Healthcare
FALSE,New Business,Phone Inquiry,11700,Healthcare
FALSE,Existing Business,Phone Inquiry,15150,Energy
TRUE,New Business / Add-on,Partner Referral,51780,Banking
FALSE,Existing Business,Web,29910,Technology
FALSE,New Business / Add-on,Partner Referral,65370,Technology
FALSE,Existing Business,Web,53940,Energy
FALSE,Existing Business,Web,49200,Energy
FALSE,New Business / Add-on,Partner Referral,53970,Banking
FALSE,Existing Business,Web,47610,Technology
FALSE,Existing Business,Web,38430,Energy
FALSE,New Business / Add-on,Partner Referral,60690,Energy
TRUE,New Business / Add-on,Partner Referral,53970,Banking
TRUE,New Business / Add-on,Partner Referral,45870,Banking
FALSE,New Business,Web,23460,Banking
FALSE,Existing Business,Web,20760,Healthcare
FALSE,New Business,Phone Inquiry,11730,Banking
FALSE,Existing Business,Partner Referral,62670,Technology
FALSE,New Business / Add-on,Partner Referral,42300,Banking
FALSE,Existing Business,Phone Inquiry,12210,Healthcare
TRUE,New Business / Add-on,Partner Referral,42000,Banking
FALSE,Existing Business,Phone Inquiry,11670,Energy
FALSE,New Business / Add-on,Web,41940,Healthcare
FALSE,Existing Business,Web,35820,Healthcare
FALSE,New Business,Web,47010,Energy
FALSE,New Business / Add-on,Partner Referral,42870,Healthcare
FALSE,New Business,Web,27510,Energy
FALSE,New Business / Add-on,Partner Referral,57510,Banking
FALSE,Existing Business,Web,21420,Energy
FALSE,Existing Business,Web,53730,Energy
FALSE,Existing Business,Phone Inquiry,14970,Energy
FALSE,New Business,Phone Inquiry,14910,Banking
FALSE,New Business / Add-on,Partner Referral,60480,Banking
TRUE,New Business,Web,38640,Healthcare
FALSE,Existing Business,Partner Referral,63210,Technology
TRUE,New Business / Add-on,Partner Referral,61470,Banking
FALSE,Existing Business,Phone Inquiry,11790,Energy
